Country_Name,Country_Code,Series_Name,Series_Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
French Polynesia,PYF,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.55712538,28.48277422,30.32241725,32.85081086,46.06824649,50.77810318,47.30034098,43.09241676,46.45454647,52.74386804,
Romania,ROU,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.17531181,32.6421344,35.93013999,32.70196848,29.70996098,40.27014953,39.84035407,40.01827444,43.59092837,46.59981425,49.1808772,45.23636314,45.65227242,45.25754803,45.16108862,47.92860258,48.25351424,49.34648622,46.62713357,48.37950824,46.23638519,42.96263003,50.36572377,50.4570153,51.7164974,53.5445133,55.49432497,57.32322705,57.84895587,59.33332402,60.89763922,
Russian Federation,RUS,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.59336824,32.61207699,36.70933143,48.72571226,42.84644965,44.83260843,52.22880346,49.41665487,50.59521523,51.82491939,49.88976793,49.71770944,51.46595396,53.84374139,53.81745508,50.65827059,48.80604449,49.72147556,50.67304761,50.69568778,53.7665267,53.12021224,53.79758316,54.50964682,56.12160455,55.68483069,56.14249097,57.01232515,56.03276847,53.42883068,53.96503554,56.26749319,
Rwanda,RWA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,18.35480354,18.36270635,24.40211119,25.22184405,24.82301686,29.78626795,30.13944994,31.01321343,30.24589714,31.65969674,31.81732104,31.88944304,32.33281822,35.45959839,32.22418641,32.60487131,38.47031767,38.48195403,37.71346654,35.92429335,35.47835461,39.38974381,44.45946303,43.64238523,42.27093858,42.82983431,46.9272434,48.05894676,47.93027885,29.07116934,40.02836381,34.72489347,35.42898161,35.77981918,41.86757239,44.34125018,43.43544556,44.40196234,43.68152311,42.45430897,42.53794351,45.20471465,48.19736554,49.3098659,49.50966703,49.87862381,47.89792705,48.84890911,49.79886613,49.21882911,49.74108968,49.28784182,47.87647477,49.70584388,49.11537249,46.41591508,
South Asia,SAS,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,39.33317981,38.87267693,40.22033232,38.43038307,37.06571318,37.55113679,36.64030326,35.15342026,35.61665576,34.9164589,35.44049275,36.50768432,35.83653981,33.37129917,33.69381583,34.41265375,36.08471162,35.12403076,35.17742387,35.75452932,35.40140699,35.81480056,36.65890294,36.27531933,36.96309703,37.74672872,38.44911357,38.82833241,38.37653238,38.81379316,38.57275188,39.23146071,39.31755588,40.25528486,39.3485757,39.60991126,40.11016276,41.05739536,41.84834593,43.27246059,44.57235179,45.51626207,46.51598233,46.49278127,45.85748948,46.11146176,45.9206601,45.71357468,47.46839318,47.48772958,46.51806304,46.752442,47.57300838,48.05256266,48.94545178,49.03156475,49.04889862,48.94461642,49.59272094,50.69268846,50.06249488,
Saudi Arabia,SAU,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,36.50189963,30.36655578,28.92056175,27.32904312,15.92025489,27.27673082,28.71511309,31.91828016,38.60539293,34.40166268,27.94751428,28.67626382,39.11676401,48.97002408,51.70526215,55.51702859,58.50702766,55.57340715,55.11796707,51.73690298,45.49412574,46.15601058,42.80897065,46.05484198,46.41893208,45.51111991,42.69270119,44.09054911,50.16712928,47.13997427,41.43056216,44.29697319,44.21109915,41.76126438,39.65828318,35.20261898,34.63839226,34.61076111,31.12579624,42.52391601,39.2242506,34.2631191,35.19970808,37.98170154,40.53099358,51.94826116,54.01713443,51.60258979,48.36588815,50.44106629,56.23534799,
Sudan,SDN,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,44.77633478,47.13343054,49.56007628,46.86169755,45.19212857,49.01323043,42.44802981,44.27345814,42.4667488,43.87187174,45.47671766,44.35896339,52.09690138,48.95237546,39.89354574,37.16689181,36.825381,36.86497432,35.70901179,25.34023809,20.00775356,20.84118297,19.61368706,17.99507222,19.85547272,10.87615343,15.49853575,26.45981449,30.83331841,38.00510926,46.05444652,45.8278881,46.05692294,48.76814065,50.14602025,51.36857713,51.29476492,37.63562782,36.30651238,
Senegal,SEN,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,52.65809783,51.66304412,49.75199971,52.36762955,51.10188148,49.32673262,48.47431217,47.55897143,49.68985301,50.54350577,51.22120277,50.6331261,50.2429824,49.71856252,50.89636211,48.84797688,49.00089412,49.8528069,50.05072651,50.30592043,50.56019057,49.2404719,50.46377114,50.78937534,50.66900122,49.68621235,51.91525173,53.22096441,53.55247253,52.37095269,52.42706212,53.76369447,53.73597732,52.6932478,53.60853292,51.43687343,51.96810428,52.17082865,52.17278851,51.20933037,49.94349858,
Singapore,SGP,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,74.51562065,74.55034819,73.87024078,73.43894624,70.50270349,69.20498726,68.8624717,68.96224175,68.09183393,67.30167477,65.02474784,64.10770718,62.15506546,62.63707722,63.12015836,63.08317612,62.40785422,62.54861434,63.16271663,61.50313133,59.89965056,60.5060622,61.81918237,60.69315256,60.03225466,63.14080288,62.61728866,62.85623333,61.54086573,62.33491278,64.18261285,62.81721558,62.46169934,62.00753448,61.83283965,61.61832444,62.07853749,62.62999077,62.72226013,63.06928087,60.66451974,63.59363423,63.97695568,64.34872521,63.07257513,64.07318438,64.87685405,66.0401485,68.34796176,68.00606952,67.84272193,69.0222129,69.20797623,70.75975985,70.34427302,69.95053184,70.6304576,70.33437661,69.23010333,70.67324956,70.94794476,
Solomon Islands,SLB,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,33.57211314,36.22906116,35.90604027,40.26128266,41.76317732,37.4220069,36.4079849,39.27124728,40.89422028,38.08685379,37.5420839,38.62345486,41.72811336,41.89134803,40.00811197,41.00800989,41.41064474,43.58458443,44.15705827,45.15217739,44.45869207,39.03098332,42.04378676,33.97075458,39.54709237,39.73631782,31.79984957,24.10960093,19.92208274,22.1986656,19.19458877,17.1305526,13.73681467,13.37333386,12.96228481,12.43524903,12.49022786,41.46240391,40.1771311,38.78148456,35.99161426,36.23473511,35.58215114,34.72307214,35.09654627,34.59808748,35.26109302,35.2535714,32.55502258,28.47954765,29.826838,33.87134028,33.28609364,31.99638717,32.34662359,32.80393491,30.98335844,
El Salvador,SLV,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,35.48284191,36.47043635,36.84490883,37.97337605,38.73070326,35.29640222,35.99635787,36.3593201,35.89494703,37.57773669,38.15043425,36.66912757,34.08982628,37.93910088,37.44384628,40.09670058,43.13161625,45.24699141,46.47093765,48.49525494,49.7312787,49.87831628,53.66100362,53.64524044,55.17463653,54.65997964,54.67970443,54.93282046,53.50059396,53.66987639,54.30695167,55.27808782,56.2270061,56.91098165,57.88378562,58.57394017,58.42642433,59.10729484,59.2257184,60.49520143,60.5376922,60.28216444,59.41898982,58.71993435,60.98273909,59.50275153,57.83882491,58.34397496,59.54642271,59.41911535,60.01303852,60.33248138,60.11608063,60.11137223,60.38437486,61.51054113,
San Marino,SMR,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.19851848,43.20530339,44.11684302,43.28752413,42.11031447,40.27887336,41.42559086,43.11721486,46.75972614,45.47743825,47.16013704,47.60083128,48.61229592,48.55900475,51.61931048,51.69542137,50.26396169,50.96248537,50.36639812,51.69248237,50.86664248,50.31525718,50.9309834,51.00973752,51.16743242,51.86235954,
Sub-Saharan Africa (excluding high income),SSA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,44.3029179,45.55648096,44.89974344,44.66401625,42.31681399,42.43655379,43.38613372,42.00031182,41.80441743,42.8989023,43.73914496,46.1492649,48.41808303,50.11058522,49.53092615,47.40453928,47.59637782,48.51422954,48.9889313,49.29029539,48.7056561,46.47453032,48.81386052,49.57440047,48.75898789,49.38153192,48.54226643,46.91728966,50.91668511,51.11294359,50.28696208,50.55660678,51.0192599,51.36163662,53.44357259,53.40156028,52.33098493,51.01138024,49.91581137,48.71996381,
South Sudan,SSD,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.61771622,35.50213065,33.56250686,34.09741994,42.6735756,68.13936299,45.70408402,56.55045126,57.49974951,57.26956588,49.17222102,45.69174662,53.53541794,
Sub-Saharan Africa,SSF,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,44.30572238,45.55919271,44.9034565,44.67057792,42.32942402,42.45002409,43.40170731,42.01468955,41.82236279,42.91176587,43.75091864,46.15864446,48.42113738,50.12627362,49.54632025,47.42110815,47.61512039,48.53369288,49.00719639,49.29193359,48.71034858,46.478501,48.81025616,49.59021444,48.77519722,49.39884139,48.5601483,46.93299612,50.93017326,51.12464516,50.29593087,50.56732701,51.03317087,51.37451371,53.45759112,53.41762783,52.34742129,51.02793113,49.93383285,48.73200872,
Small states,SST,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.01336844,52.09369578,46.74435231,52.06271143,48.61310796,44.09602244,44.08003405,45.32254037,46.8135256,54.710236,57.23704255,55.83324884,53.81265029,55.42738287,58.39279727,
Sao Tome and Principe,STP,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.82409233,70.34500061,71.53962588,73.19976038,75.74411964,73.36163829,72.194376,68.39651988,67.01179061,67.12369612,68.72497449,70.02111534,69.80111097,69.43785954,70.42874767,70.98289695,71.12517316,72.39093456,72.66578368,70.83135139,
Suriname,SUR,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,39.23733066,40.71494893,41.54111063,40.80984518,41.5922619,40.70710347,36.40661939,35.81785229,36.64802155,36.45291739,40.30556566,38.72093023,41.38483731,39.40197378,33.19507137,40.50483351,43.00692384,42.22915043,44.507138,44.37060703,48.36477987,49.88751406,54.42622951,56.93265422,56.07638889,59.56471936,62.90684624,66.02040816,63.86735573,65.24143015,50.84963955,54.18433385,52.64458725,49.58156126,36.54481365,33.16376769,36.54733575,42.77044221,46.71332763,46.55764159,46.01003896,42.47504713,43.78228725,43.01968306,41.42935974,41.35537865,45.40660561,44.74630939,44.1534337,47.70633578,48.24480947,46.99695544,47.65729585,50.78028385,52.26089973,54.49614616,57.07883657,48.18577325,50.83361277,55.81202554,53.12752588,
Slovak Republic,SVK,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.59776407,56.67103318,58.76883287,57.94860733,58.43392209,57.20541888,57.47083531,58.15053778,56.52243429,54.88930044,54.8383141,53.40562628,53.71658711,54.52980582,58.95802326,58.44711536,57.68322985,58.13709286,59.59835181,56.99491443,57.24590032,58.50925094,58.77234388,58.15274279,58.0607486,60.38901184,
Slovenia,SVN,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.2404058,52.25603911,52.52685084,51.95832819,52.27556129,53.77534819,54.40513584,54.38825171,55.03036061,55.04893571,55.60835683,55.61820255,54.91316567,55.93483078,58.31627795,58.75645547,58.11539296,57.46210163,56.97339189,56.28847488,56.33595153,56.66835554,56.70179438,56.55997114,56.55110405,56.92527988,
Sweden,SWE,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,56.71582698,57.40116988,57.50783503,57.15950741,55.7050935,55.11330275,55.53936962,55.5008565,55.77676484,56.11279997,57.1330367,57.67609919,59.60321684,59.77727917,59.00692782,58.06417439,59.56163101,59.66568145,59.66440693,60.29263049,60.57365174,60.88497526,61.17499815,61.64751469,61.97144083,62.36768978,62.05278716,61.66203553,62.49891201,64.37765607,62.83014153,63.30630743,64.16267219,65.21037254,65.68175158,65.30375757,65.46762639,65.08890414,65.22629262,65.51512104,66.13834767,
Eswatini,SWZ,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,30.87649402,29.69034608,33.33333333,40,32.80212483,34.83146067,34.52868852,29.69858156,30.77922078,31.06904232,25.79737336,26.58227848,26.47503782,24.98311951,26.80887864,40.48901945,40.00798563,40.34606819,44.4480362,41.79575051,43.76323988,41.40114976,39.89741865,36.66179368,34.85064368,39.64365236,39.84468191,42.02237117,41.32754242,37.88230606,36.08174421,35.91767017,35.15992409,34.95782784,35.09826157,45.55753658,45.12386059,44.44708962,45.93397568,47.51216673,46.57029554,46.9321407,47.05450449,48.48948754,48.56314846,49.55257663,50.15466944,48.38823578,49.43570933,50.25853538,50.07913455,51.35003299,53.06805211,53.335662,51.76061227,53.46218868,
Sint Maarten (Dutch part),SXM,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.75125328,78.05859353,78.83670126,67.65814266,69.07267053,69.57117595,69.06704173,,,,
Seychelles,SYC,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,67.24626978,69.44444444,69.72091459,69.35103611,69.52967406,59.48681251,60.09080685,58.97874912,60.5561277,63.39945224,60.70462281,62.94858326,58.18020563,59.78500872,55.2335926,55.08307661,53.82676031,50.86333279,60.13255266,60.68344283,60.10319174,60.78951088,60.6409896,60.1958958,50.49770586,51.68502565,48.88394726,46.43940125,62.48733498,63.21300452,65.89414974,67.95301761,67.61590357,70.33744906,68.48615122,63.89121552,67.5393669,69.72957926,69.11714795,70.55345013,71.00709783,70.27306162,69.76735545,70.45082115,68.13659269,
Syrian Arab Republic,SYR,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,54.73529412,,,,,57.8530854,,,,,56.47357129,,,,,57.13187143,,,,,47.56454787,,,,,53.69219318,46.73673423,45.65197856,44.15290647,45.68986146,41.94697681,44.57807328,45.85108591,47.083357,47.5431588,48.51968684,43.56019796,46.48338956,47.01931325,49.90770439,50.13450263,45.61988121,51.51888925,51.70146061,53.64464635,51.23875513,49.65335377,42.27837203,42.45565144,42.14613555,,
Turks and Caicos Islands,TCA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.52980657,80.25627131,78.74558801,75.7807545,74.19346847,73.16147966,71.50674602,74.84264756,77.43870137,80.8939017,83.41787546,82.88883717,82.23872017,81.63872677,79.03612066,76.66956808,77.77785311,76.95089327,76.79670277,75.41445531,72.70380269,
Chad,TCD,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,48.1369837,48.64914192,49.2915339,48.3152659,48.67741079,47.94998455,46.00237457,42.15935966,42.16611523,42.76551107,43.82703808,43.98160312,44.94407053,44.68826498,43.54981562,44.61092642,45.96035066,51.76760644,51.64192628,49.32800741,46.65606677,49.15182459,48.78498862,47.236048,48.79434987,47.57453139,50.8645541,50.22315398,47.61286805,49.24215198,50.48469258,48.88142111,49.74484282,51.65484184,49.42005416,49.42300755,46.27143434,43.98419387,43.68317991,45.49412405,44.57949473,42.99815227,43.93205508,40.39867431,28.68792715,35.06782703,32.52468987,33.24858476,32.56866544,37.5114997,33.41279742,32.59309775,31.824469,33.0200058,31.09100729,33.03970976,30.49304264,33.50713083,37.52507707,40.46735294,43.8185061,
East Asia & Pacific (IDA & IBRD countries),TEA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,60.28955887,59.40772588,53.54722012,49.021108,48.97069485,50.28972719,46.32857887,48.1734525,48.49910853,48.17711121,44.45479276,43.79607767,44.29989712,42.00049147,39.69188745,37.75404952,35.90325954,37.60556032,35.41843739,33.91713945,32.34865302,31.97322171,32.08918781,33.4366329,34.98738029,39.73263452,38.94510922,37.87566615,37.91367047,39.13230374,38.56316689,39.78893653,40.91026662,40.73568195,40.1435518,39.25066869,38.89193349,39.2707025,39.764951,40.95793673,41.17703481,42.75411342,43.57892414,43.24140917,42.48822006,42.52726182,42.7485947,43.4648964,43.1107953,44.46406489,44.33588735,44.40141719,45.47042968,46.79428155,48.0478724,50.36916133,51.76820091,52.04113898,52.60631418,53.56921301,53.84131235,
Europe & Central Asia (IDA & IBRD countries),TEC,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.06333661,37.9423525,40.42893723,48.17037801,46.67507233,44.71017057,49.3326728,48.70847737,49.73304273,49.80661952,50.58643417,51.30004161,52.60425294,53.34838001,53.17902583,51.80454671,51.00644943,51.25428361,52.00266557,51.79954314,54.04312943,52.97076238,52.41741394,53.44172617,54.3502923,54.08209289,54.37719532,54.7978793,54.71457224,53.90193754,54.86031193,55.68556661,
Togo,TGO,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,29.62966477,29.35486913,32.40743808,29.91459212,31.94109223,34.42263614,34.08664441,32.4561409,33.55591629,35.77577397,45.15663683,45.75409978,48.93618784,47.79248381,42.25351961,46.86318837,47.22972848,45.07853598,53.11828039,49.39377255,47.73011314,49.33077626,49.66666298,44.10555123,46.33524434,44.67153597,45.37288896,46.53702517,44.87599715,43.45770925,43.71738264,42.02025676,40.96370062,35.17954233,43.84944607,40.05642005,38.1024099,37.68433718,48.17484474,46.85696667,53.50631192,50.64005116,50.87875317,57.02443524,54.16498047,47.50711164,49.08372427,55.47495596,43.73058101,54.04950495,56.28168672,53.00286265,29.82486204,30.85085232,28.05470547,27.4163891,49.1691284,49.25610746,50.10532631,49.61391903,49.31518456,
Thailand,THA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.11931326,54.37725835,53.64075518,53.85529784,54.37049791,53.62904555,54.72810495,54.8307435,55.09970906,54.41339037,52.64047015,52.80658737,52.30043401,51.45115065,51.22094342,50.44795321,51.60436735,49.55609866,50.42680995,51.15220571,51.7791962,53.14803802,54.94809903,55.93515763,56.57482789,57.06512519,58.26136759,58.27002387,
Tajikistan,TJK,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,25.12562814,26.81281619,26.4516129,29.06976744,31.73913043,29.08093278,26.03550296,28.5935085,27.18864029,28.69851485,21.22163324,27.22714008,32.48952142,42.34658149,39.86358364,31.48262159,31.16857789,33.13186976,32.26361994,39.33001476,40.63219826,40.86789785,42.87041954,43.93177839,47.03686647,45.09189666,42.43177004,43.51866958,44.06089908,41.11050115,39.1778382,37.15858464,38.87634381,36.74598082,37.0798561,35.25583122,
Turkmenistan,TKM,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,37.03703704,35.71428571,36.66666667,37.28813559,79.4375,15.46906188,18.57798165,19.06441718,16.91096774,28.50675068,30.38942479,26.36250312,28.89527092,29.76286229,33.86162688,36.21580675,38.19019236,42.94048486,45.61144321,42.29037037,27.21519689,27.0005643,28.14353501,,24.91867728,,31.03495534,36.40013089,38.04001801,41.83830287,44.05203289,47.18842777,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,45.96850955,46.59018638,47.97556128,47.75370827,48.02549636,47.74149457,47.40521307,47.75821768,46.14438953,45.25192948,46.26293988,46.54636726,47.84808929,48.09896053,48.66639125,50.38760061,52.08804817,51.15459716,51.84371239,49.77532939,49.50784504,48.65990389,47.74731558,49.65441467,50.74853904,56.86998351,57.4866524,60.7520696,60.73991672,56.9166052,57.26855368,57.94916919,57.83912057,58.47423167,58.12334459,57.48199562,57.90893358,56.81844176,56.63236464,54.8433914,55.00566145,54.69171297,55.15566433,54.80164361,56.97373882,55.48074524,55.53260734,56.54595124,57.45510331,58.22803103,67.66921661,68.2429349,68.34527129,67.81629806,68.08312485,67.77128222,
Timor-Leste,TLS,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.08952896,59.47133792,58.33886929,59.38737348,60.15839294,63.15106138,63.06976277,62.93505803,62.42670118,67.48234653,68.93427492,66.97181487,69.12367787,61.46044097,63.48131644,63.56104941,65.87128401,67.82451851,66.91503414,54.99522274,55.20165845,
Middle East & North Africa (IDA & IBRD countries),TMN,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.51253215,40.72225927,43.89123961,43.079473,43.60972098,45.44987002,42.91109862,40.16621079,42.94052671,43.46368166,44.08796451,44.06588823,43.21928553,42.55708449,43.31640026,42.90671904,47.22750013,46.30806136,45.41249714,46.32074692,45.99729218,47.88518387,52.394211,53.04961922,51.20613628,48.92018289,49.45441688,52.37970533,
Tonga,TON,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.40768309,47.21052532,47.626749,49.37272149,49.70620383,48.75761584,49.87327597,50.81235414,50.2126443,48.92273821,49.67593996,51.32282035,53.54709384,51.59070103,52.81124697,54.65924204,53.59459196,51.70394087,51.7834185,54.18338238,54.02187728,53.38146478,52.0800622,50.68262433,50.48957644,49.23505257,51.2111576,
South Asia (IDA & IBRD),TSA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,39.33317981,38.87267693,40.22033232,38.43038307,37.06571318,37.55113679,36.64030326,35.15342026,35.61665576,34.9164589,35.44049275,36.50768432,35.83653981,33.37129917,33.69381583,34.41265375,36.08471162,35.12403076,35.17742387,35.75452932,35.40140699,35.81480056,36.65890294,36.27531933,36.96309703,37.74672872,38.44911357,38.82833241,38.37653238,38.81379316,38.57275188,39.23146071,39.31755588,40.25528486,39.3485757,39.60991126,40.11016276,41.05739536,41.84834593,43.27246059,44.57235179,45.51626207,46.51598233,46.49278127,45.85748948,46.11146176,45.9206601,45.71357468,47.46839318,47.48772958,46.51806304,46.752442,47.57300838,48.05256266,48.94545178,49.03156475,49.04889862,48.94461642,49.59272094,50.69268846,50.06249488,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,44.30572238,45.55919271,44.9034565,44.67057792,42.32942402,42.45002409,43.40170731,42.01468955,41.82236279,42.91176587,43.75091864,46.15864446,48.42113738,50.12627362,49.54632025,47.42110815,47.61512039,48.53369288,49.00719639,49.29193359,48.71034858,46.478501,48.81025616,49.59021444,48.77519722,49.39884139,48.5601483,46.93299612,50.93017326,51.12464516,50.29593087,50.56732701,51.03317087,51.37451371,53.45759112,53.41762783,52.34742129,51.02793113,49.93383285,48.73200872,
Trinidad and Tobago,TTO,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,55.31554767,53.46572033,51.45605821,53.86293634,54.78493642,54.93506183,53.74009128,50.70977501,39.59262622,40.0709413,40.51719825,42.30033985,45.27229185,44.22676532,42.63998396,46.20880758,54.80063469,55.54553749,54.48998227,55.88788667,60.07763615,57.32804539,57.19062771,54.15283296,48.29054274,51.04350447,55.11395833,54.51296479,50.04315683,51.07785886,51.26118208,54.39063079,57.48167608,56.81093798,51.47408932,53.39264678,55.3124889,47.73637398,44.68810974,39.74891771,38.03974882,39.49610266,35.17570022,46.5265845,45.51051901,42.98616385,46.79313348,49.1475763,50.23111123,57.37540756,59.040015,58.324943,55.40609485,55.82000836,,
Tunisia,TUN,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,47.58793004,49.31381519,50.22807018,50.02352203,48.84819846,48.83536263,47.06082615,45.65807963,45.32267871,41.7301977,43.79809349,43.9627522,43.72006022,44.13221144,43.36071184,41.30207598,41.7924075,43.7702939,40.4491805,39.47819849,38.77007252,43.70146919,41.65992558,44.94030437,44.68555459,43.13081909,41.82129556,42.07707686,43.88051558,45.15296766,46.41504123,45.18128845,51.38384023,52.21307018,51.84120989,53.22218976,54.08109266,55.57456871,55.94206914,55.80261854,56.3292016,56.57419104,56.03064304,55.07623948,56.00727369,55.8975441,56.83414043,57.09477802,58.02393019,57.50584381,58.94579564,59.70203704,60.26781292,59.37339404,60.24769986,60.99909077,
Turkey,TUR,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,25.84434655,28.92906815,28.14445828,27.78969957,29.42345924,31.66202414,30.26004728,32.10227273,34.03174603,34.41780822,36.28498728,37.03092784,38.87928053,39.31318681,38.52359823,38.98541731,40.35471331,42.21338635,42.65756369,44.11288291,49.00967384,47.69775978,48.4026229,50.37466381,50.9208032,51.13846505,46.55584552,47.23916282,46.63504212,47.42422596,48.05434384,49.6879706,50.11363969,50.66237792,48.94322608,48.62635165,49.42297682,51.38815238,48.61592778,52.51724827,52.75892661,54.97180342,53.57491486,53.14241546,53.08132898,53.04473715,53.4336539,54.88113943,55.54316446,57.16167934,54.54431705,53.04618194,54.00469923,53.33806207,53.82791994,53.47559786,53.98635119,53.5364676,54.46559759,56.40764335,54.20020366,
Tuvalu,TUV,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.29497179,31.85663272,33.34603519,33.84067327,36.87172855,35.51368979,34.59455543,35.42771394,47.63716622,48.73827192,49.0821277,49.09946183,47.60906029,45.99272775,45.0804891,45.07896663,45.55214435,45.53642941,43.7191785,44.55147429,43.31622825,41.40503759,40.61147665,40.26555074,41.29569549,40.43116643,39.44858852,37.92261984,37.24279896,36.76616885,36.25348281,
